Name,Email,Country,City,Graduation Year,Latitude,Longitude
Gary Barker,robertslynn@cruz-patel.net,Nigeria,Lake Susanview,2017,-68.83024452431148,-159.6306704150799
Keith Hernandez,kristybrown@gmail.com,New Zealand,Schmidthaven,2013,-48.88130745320322,-97.58565647318842
Emily Leach,allenbilly@adams-watkins.com,Nepal,Ryanland,2021,-0.7583394848370091,-88.8267878626806
Benjamin Oliver,amcmahon@smith-mcguire.com,South Africa,New Kirkfort,2016,86.67219508855268,-33.71746638532767
Tammy Singleton,juliemeyer@gmail.com,Philippines,Welchmouth,2010,24.2680792652109,177.65784322727393
Caitlyn Cook,hansonvictoria@yahoo.com,South Korea,Leemouth,2013,-65.53169810068043,177.17065016718624
Mark Hughes,wardjessica@hotmail.com,United States,North Theresa,2010,-61.40069941995372,113.12949500673017
Jamie Romero,catherine01@yahoo.com,South Korea,South Arthurfort,2014,-37.48003862181872,-64.20641300344141
Michael Clark,ssmith@yahoo.com,India,Port Mariaborough,2016,-81.07586894075959,68.80358749076134
Robin Moreno,sara11@hotmail.com,Japan,Allenside,2011,-50.88815062760765,110.9326469352597
John Anderson,sclark@yahoo.com,United States,South Triciamouth,2016,51.44817648395096,-141.4919717862869
Jerry Roberts,thomas02@yahoo.com,Australia,Sharpchester,2010,1.6511023287888804,-117.7524743807083
Courtney Choi,rossbrianna@taylor-guzman.net,Sri Lanka,Christinafurt,2024,72.2888098351298,26.64074870195762
Frank Palmer,bradleymiles@hotmail.com,Poland,Port Elizabethview,2010,-28.86637408964446,173.62486612602657
Jessica Romero,bellmatthew@sullivan.com,Mexico,Bensonside,2012,68.11928307198488,76.62862086409655
Belinda Villegas,bowersbrenda@boone-byrd.com,Nepal,Trevinomouth,2021,-89.52684972124925,81.32396937480604
Melanie Morgan,george56@yahoo.com,Sri Lanka,Denisefort,2016,-5.918553595122006,60.84936335600659
Ebony Braun,moorecory@gmail.com,Kenya,East Carlaview,2019,69.73207010187389,130.00714231709622
Douglas Ellis,lisaphillips@martin.org,Nepal,West Charles,2011,25.528632009215357,-37.5471330527908
Jeffrey Fuller,baileyyoung@henderson.net,Germany,Lake Sarahshire,2006,18.09110114941815,-99.65778707457207
Angela Warner,martinjohn@yahoo.com,Sri Lanka,Stevensland,2014,-66.3562847175675,8.664959248473934
Matthew Li,vkeller@hotmail.com,Denmark,South Katie,2020,31.864886600950584,-82.05380875526505
Roberto Hughes,samanthamorgan@yahoo.com,Poland,West Latasha,2016,77.4214938838262,16.865962818604743
Daniel Brown,emaxwell@santiago.com,India,Port Lisa,2016,25.158181999181352,-130.56101774544294
Crystal Higgins,xalvarado@yahoo.com,Fiji,Ericksonland,2024,-5.03992583163506,-29.055826692899387
Robert Stout,darrellwilliams@hotmail.com,New Zealand,Port Gregory,2016,-50.61143205326835,1.8609068945259537
Donna Brown,derek01@miller-gutierrez.com,Italy,Grayburgh,2013,53.93557726836261,131.97310202098083
Deborah Roth,osimmons@smith.com,Puerto Rico,New Jasonport,2012,-80.47025953507215,-161.2848950676881
Shaun Mayo,francisco90@yahoo.com,Sri Lanka,North James,2016,-67.449354086263,-176.90877448713712
Rebecca Fuentes,webstershannon@bowman.org,Switzerland,West Ryanhaven,2023,77.67929444430632,-74.2890964551027
Joe Schwartz,murphynatasha@gmail.com,Vietnam,Nicholsville,2006,39.94669694039564,-67.61307181951015
William Davenport,herreraheidi@hotmail.com,France,North Kelsey,2024,-52.18883466792688,-51.46819448088567
Steven Martin,jessicacolon@boyle.com,Russia,Lake Kristenborough,2007,-27.80322990085616,1.864005184970523
Dawn Schmidt,rebecca34@mcdaniel-turner.org,United Kingdom,North Ryanmouth,2024,17.500694853308545,169.72206185841452
Jennifer Brown,willieclarke@yahoo.com,Peru,Lake David,2009,14.003628518715743,99.49398753136444
Stephanie Lawrence,julie40@nelson-cook.com,Brazil,Adamfort,2006,-28.747323481461017,-73.68851146957195
Joseph Garcia,reyessierra@esparza-nelson.com,Canada,New Derek,2021,8.945351371210052,-3.0989204243121264
Jessica Thomas,ijohnson@frye.com,Peru,East Debbieview,2005,-67.7665404180045,24.313021878509062
Brent Blake,cpeters@mcintyre-oneill.info,Nigeria,West Nataliemouth,2016,-22.12887695635463,-26.95634748337625
Daniel Dorsey,kelly89@moreno-johnson.biz,Peru,New Gary,2005,-38.677384584930884,41.476449717318076
Jennifer Barnes,morrisondenise@yahoo.com,Hungary,East Courtneyton,2023,16.08747923347498,93.5863044077991
Tina Santiago,diazmary@yahoo.com,Ghana,Brownchester,2011,-86.49255242000784,-28.78484853731041
Chad Simmons,hornchristopher@dickerson-buchanan.org,Philippines,West Stephanieborough,2015,31.297895219862923,-165.0641342069374
Mary Anthony,hduncan@hotmail.com,Russia,South Brenda,2005,68.5439044907225,-10.524685252214738
Kevin Ellison,orozcoryan@yahoo.com,Indonesia,Mayermouth,2022,4.291998248939748,-68.29624506613793
Robert Blackburn,lopezjoel@ellis-fisher.org,Cambodia,Heatherberg,2009,-55.57118936937409,-1.3992706196227118
Shannon Townsend,aaron48@gmail.com,New Zealand,Combschester,2022,27.240569698694472,-141.5266598421264
Danielle Sullivan,heather71@gmail.com,Canada,New Jasmine,2011,-82.39382387903692,66.59580160619558
Jenna Werner,enunez@gmail.com,Thailand,North Johnhaven,2009,86.8689276138837,109.3745414642861
Melanie Garcia,sean26@hotmail.com,Australia,East Lisa,2017,-22.41227401916788,97.68371703011474
Thomas Young,bennettdana@miles-miranda.com,Venezuela,Nelsonton,2015,-17.622069529096322,50.20460270158648
Laura Evans,bhill@vincent.info,Ghana,Myersborough,2010,77.0786848389379,-70.54097771942723
Austin Sparks,brodriguez@hotmail.com,Japan,Roybury,2012,-23.409172281455966,-121.21621527102334
Dr. Cameron Wright,rebeccamiller@hotmail.com,Thailand,Port Bruceside,2011,-85.30010677734973,115.22038351163138
Tyler Williams,tonicook@anderson-mcbride.com,Turkey,Lake Tinaport,2019,84.0304344342579,137.705542854633
Christopher Hernandez,townsendrichard@gmail.com,Uruguay,Port Nathan,2019,74.45791905495196,-136.62675305992212
Jessica Daniel,cortezmatthew@watson.com,Indonesia,North Matthewchester,2007,21.707242355168475,-94.0990215678073
Manuel Trujillo,hsullivan@malone-duncan.biz,Cambodia,Port Thomas,2011,-87.6534299362068,75.93914449681881
Stephen Turner,karenwalker@torres.net,South Korea,Port Jamesburgh,2017,18.7829927185863,-77.72474245656163
Nathan Davis,brianallison@frank-stewart.com,Uruguay,Connieview,2021,-27.13269154321292,-140.80086729420344
Derrick Perez,patrick72@williams.info,Argentina,Crosston,2013,58.54074784913658,-89.62770616139564
Kevin Hill DVM,morsejessica@yahoo.com,Kazakhstan,Johnsonbury,2023,69.83140654904219,4.921041002804657
Jonathan Collins,colemansarah@munoz.com,Italy,Harriston,2020,15.4742766451307,111.82484128829651
Alexander Anderson,lynchrachel@hotmail.com,Argentina,Velasquezburgh,2012,1.4401759179410192,-18.67626342817647
Linda Martinez,nlopez@gmail.com,Mexico,Scottfort,2012,-50.0496987921161,-94.86089642254754
Brittany Stokes,chanheidi@hotmail.com,Ethiopia,Deniseborough,2023,64.15758362086015,18.729106850454173
Sylvia Hernandez,lawrencelawrence@yahoo.com,Mexico,Lake Jamesberg,2018,87.99393109628582,107.35237924796274
Stephanie Garcia,ihernandez@hotmail.com,Ghana,Port Matthew,2017,68.41762276821143,52.66121974159887
Joel Robinson,monroegregory@crosby.net,Switzerland,West Danielleburgh,2011,10.490292754952293,-120.2769981441898
Gary Barber,jamesmclean@hahn.com,South Africa,South Brianfurt,2006,-78.31543594547688,-7.59865348932874
Emily Roth,fchavez@roy-wright.com,Ethiopia,Christopherside,2009,86.99263550059737,-156.25166909508135
Nicole Rodriguez,wendyrichard@lopez.com,South Africa,Rickyton,2006,-27.39932807261897,7.849247635846723
Joseph Mclaughlin,joseph29@hotmail.com,Thailand,Caseymouth,2011,-17.35587728459052,7.4527657993065475
Brian Martinez,erinharris@golden.com,Ghana,Port Lisa,2006,-0.5002490665921329,138.36688560085383
John Vasquez,andrew54@schroeder.biz,Italy,New Peter,2016,-73.01338552421818,157.94653649054106
Ashley Carter,xmorris@reyes.com,Cambodia,Lake Dawn,2015,-13.300813668457991,-12.51964050509548
Jessica Williams,jessica21@lopez-gentry.info,Indonesia,Blanchardburgh,2022,-59.31104905878644,38.28418069272416
Michael Reed,taylorjacob@hotmail.com,Israel,East Michaelville,2005,-22.319477536491007,-174.18700844024784
Melissa Chandler,terrismith@yahoo.com,Germany,Palmerville,2013,-64.91591440413295,-19.727516973663427
Matthew Waters,thompsonjohn@hawkins.com,Poland,Lake Jeffery,2023,35.23364596945325,115.32821572982624
Samuel Bush,joseph27@harrington.info,Paraguay,Port Calvin,2020,-30.088719867792868,115.3621560086774
William Vasquez,lblevins@campbell.biz,Germany,Myersmouth,2018,45.453647537367345,-3.1100774924783536
Catherine Clark,eric22@hotmail.com,Hungary,East Paul,2013,-11.635707034137283,-26.585730548350796
Russell Reynolds,nlamb@cuevas.com,Switzerland,New Madison,2021,60.48632507984959,-66.18907391326539
Terry Brown,zrobinson@perez.com,Uruguay,Morenoview,2016,-39.25045809202885,-23.28617437044764
Tiffany Page,patrick23@yahoo.com,Ghana,Lake Tylerchester,2012,-56.275245052651435,34.98850587232431
Larry Newman,kristinamelendez@hotmail.com,Italy,Lucasborough,2016,-34.95060548727281,-9.093809961779414
Michael Thompson,kimberly66@gmail.com,Cambodia,Barronmouth,2019,14.888452916644056,103.59672781307341
Jason Taylor,hedwards@thompson.com,United Kingdom,Nelsonstad,2021,32.62396857181709,-88.18600794107934
Crystal Eaton,ashley66@hayes.com,Turkey,Reginaldshire,2023,-19.96708159063911,129.96695608987613
Melissa Yu,fgregory@delgado-jones.com,Australia,North Johnfurt,2013,13.147524375884714,-100.05015026165844
Jay Wood,renee03@fitzpatrick.com,Sri Lanka,West Cynthia,2024,-50.475667967670475,120.5661925509944
Charles Gonzalez,margaretholmes@rogers.net,Cambodia,Hayesland,2012,-88.90523869234077,39.25043895248447
Anna White,drodriguez@miller.com,United States,East Kenneth,2005,44.75084920327876,-121.84213463819113
Mark Fields,pamelamcdowell@proctor-pittman.net,Kazakhstan,Michellefort,2020,-70.41845379478828,-69.49256711897428
Laura Murray,lnorris@gmail.com,Germany,Barryberg,2018,-46.960603908733255,104.99415017474564
Melissa Daniels,lisaabbott@hotmail.com,United States,Marissaview,2022,69.64699424857241,86.31195089290264
Krystal Huff,denise89@hotmail.com,Nepal,North Mckenzieville,2008,81.13889625896974,105.2479451140199
Charlene Carlson,hillsara@west.info,Thailand,Brandonton,2005,53.03211001248977,27.40107015969295
Rodney Rosales,hoodpeter@castro.com,Russia,New Carl,2022,21.05603571078362,-89.41066503033005
Joseph King,virginianguyen@hotmail.com,Cambodia,Morganview,2008,52.0542101309679,72.59093012875314
James Abbott,yesenia87@yahoo.com,Brazil,Lewisland,2011,-51.08220719019508,16.4674084038966
Hayley Morrow,mayocharles@ballard.biz,Argentina,Juliaton,2022,42.090970932152345,77.64404551254506
Ryan Black,martinkevin@gmail.com,Thailand,Anitabury,2017,18.458934209429273,-146.45215578267593
Julie Fuller,kimberly28@hotmail.com,Puerto Rico,Smithborough,2012,88.35697499902935,-15.004746582763147
Daniel Hardy,jessicafrost@gmail.com,Russia,East Johnny,2024,27.411333194998477,82.3307544681465
Mark Sherman,ronald38@wood.com,Paraguay,South Andreachester,2022,55.753729356128076,147.96427112567227
Robert Harris,millerdebra@hotmail.com,Brazil,Freemanfurt,2018,46.57185791007964,-172.8418333532865
Deanna Roman,gregory03@bryant.com,Puerto Rico,Murrayberg,2023,28.372947381168288,-125.12149485250481
Timothy Jordan,williehill@wilson.com,Israel,Mariestad,2010,-33.375385355704346,50.8439741282514
Martin Mann,showell@miller.com,Australia,North Samuelchester,2010,14.221913402304793,158.9990680274238
Carl Williams,ninachavez@gmail.com,Nepal,Coryport,2022,-46.91427270847843,-120.25887317510848
Derek Davis,taylorpowell@yahoo.com,Vietnam,East Virginiatown,2012,-57.36966660188099,-130.08695911100767
Nathan Walters,laura54@miller-pratt.biz,Fiji,Gilesport,2009,-83.63662935347017,2.3023588723705473
James Anderson,reyesstacey@walker.com,Turkey,Jonesshire,2021,40.94915645824463,-114.35484929715888
Peter Weeks,dustin16@morgan-french.biz,Italy,Blevinsborough,2007,72.99020437625163,54.66539457595803
Lindsay Jones,amy98@mayer.org,Argentina,Glennview,2013,41.06691578423636,55.68183105538537
Tyler Moore,ianharvey@yahoo.com,Italy,Lake Heidifurt,2009,-89.07782842457347,-94.76772873480408
Johnny Kim,cookmonica@hotmail.com,Indonesia,Michellemouth,2018,-4.315773154166237,-71.41308178872089
Victoria Griffin,naguilar@yahoo.com,Israel,West Barbarahaven,2005,13.454514739723237,-72.44231557632715
Stacy Martinez,hodgesmelissa@gamble.com,Peru,West Barbarafort,2007,21.88008370110184,117.8093188351055
Larry Mcguire,choipatrick@benson-vasquez.com,Ghana,Cynthiaside,2011,-15.233189886789944,-6.735589643513094
Andrew Arnold,qwade@jones.com,Puerto Rico,South Michele,2024,22.021018975702944,84.29495382829202
John Beltran,irandall@brown.com,Poland,Port Faithburgh,2023,33.10439162257407,-106.93079078523142
Hannah Smith,jonessandra@reese.biz,Argentina,Lake Victoriashire,2008,83.29598235555247,-82.38491238878584
Dale Browning,lynnadams@gmail.com,Russia,Evanborough,2010,-88.3578457604621,-34.93218074362315
Kathleen Moreno,millercory@gmail.com,Italy,Madisonside,2006,-35.603775082121395,169.98996331385973
Stephanie Mason,barnestrevor@gmail.com,Singapore,Morrisonburgh,2023,-22.292114879037854,-72.9480925763587
Cory Reed,wolfekelly@gmail.com,Nigeria,Port Angela,2011,77.24119424317661,-123.42730852242953
Stephanie Gillespie,apowell@gonzales.info,South Africa,Hopkinsview,2023,-19.104917026779873,66.42920345087262
Tony Allen,ehanna@hotmail.com,Uruguay,Brianhaven,2012,88.41619288269828,-111.80929564698896
Kevin James,amber40@perry.com,United States,Lake Tanya,2021,85.68046844539609,-108.10803735582093
Harold Davenport,melissa87@gmail.com,Paraguay,Harrellshire,2019,4.149741987688529,164.8298849779701
Melanie Mills,chelsea46@bowman.biz,Ethiopia,Lake Kari,2020,71.43799755676662,42.434286696759955
Michelle Jackson,udean@yahoo.com,Taiwan,Tranburgh,2006,-8.64794126694018,-145.06411271565776
Roger Pearson,wardjustin@gmail.com,Kenya,West Aprilview,2020,65.0059837376653,79.40139438023311
Stacey Williams,jwilson@jennings-park.org,South Africa,Lindseyhaven,2005,-29.47702481143729,-66.27197899016372
Shannon Fox,hollyguerra@thompson-evans.org,Uruguay,South Amyton,2013,55.59607389595911,86.05935886308413
Virginia Cook,watsoncarl@may.net,Ghana,North Frederickberg,2018,77.079793224712,43.60250699486468
Morgan Mcneil,fullerheidi@flowers.com,Taiwan,Lake Brian,2021,-79.80501881206968,-26.436026659632745
Justin Wagner,rwilcox@diaz.com,Germany,Richardsonchester,2023,-50.30300413910323,124.4848314696867
Luis Dunlap,nelsondanielle@gmail.com,Israel,Lake Steven,2008,37.90532716011792,-166.64325532287003
Thomas Cox,perrysandra@watkins.com,Hungary,East Jacobland,2009,46.35145352464974,52.04668931041954
John Anderson,margaretlewis@martinez.com,Singapore,Elijahstad,2008,62.579440766942525,-51.299480664255185
Kelly Martinez,jerry07@gmail.com,Argentina,Cynthiafurt,2024,46.494521849242375,-160.99105268086697
Mark Burns,smithjaime@hotmail.com,Germany,East Beth,2007,74.40018262062202,-120.47741659659816
Stephen Johnson,teresareed@hotmail.com,Japan,Lake Lisa,2023,-52.84124152002835,-53.99834094600722
Anthony Wheeler,antoniopham@pugh.org,Russia,East Justin,2007,-65.34938955410445,77.83844245590382
Kevin Salas,smithsamuel@smith.com,Hungary,Smithburgh,2014,-79.09665281652178,-163.55358882692371
Jaclyn Burns,gary42@gmail.com,South Korea,East Ericbury,2017,-1.444720108053076,10.557457355951527
Scott Roman,brandonchavez@riley.org,Philippines,East Jacobton,2022,76.00466528463969,29.46994620882174
Robert Baxter,qboyer@yahoo.com,Fiji,East Lisaport,2015,-22.212640730186294,156.99972788792695
Mary Arnold,joe14@poole-foley.com,Uruguay,New Andrewview,2018,36.83473700859331,137.06902856727038
Brittany Richardson,williamroberts@rowe-lee.info,Japan,Atkinsonport,2015,67.63089879175962,139.25889571147763
Kent Knox,fkennedy@norris-rich.org,Thailand,Spencerstad,2007,-67.8498402177944,155.02548988670958
Melissa Hawkins,michaelbaxter@gmail.com,Turkey,Toddport,2015,-29.24242832800033,-116.67012981533382
Bruce Herrera,benjamin57@steele.org,Taiwan,Brockview,2022,-69.8418342583009,-46.942838710832916
Kimberly Palmer,stacy11@johnson-cook.org,Switzerland,Ramirezburgh,2018,47.1395714547842,64.20304619557231
Richard Grant,greenjerry@morse.com,Vietnam,West Rhonda,2021,-85.6846945508878,96.63294098468572
Cheryl Rocha,kirkbilly@alexander-hughes.org,Italy,Mckayberg,2024,6.22660996088058,136.55156605864414
Christopher Singleton,jenningsmelanie@fischer-kirby.net,Ghana,Jaymouth,2008,8.141069688280382,-50.27278300425084
Kenneth Smith,michael39@gmail.com,Germany,Georgemouth,2008,-88.00664803238436,95.5756036932653
Joseph Watkins,molly45@warren.com,Sri Lanka,New Heatherland,2007,-37.10466177105922,15.939297977751608
Bradley Padilla,amanda12@gmail.com,Cambodia,North Elizabethmouth,2022,-38.94953888787475,10.668633244345415
Michael Dunn,glee@marshall.com,Nigeria,Petersenport,2007,-67.5372922604928,-159.65570096814633
Kevin Cook,zroman@gmail.com,Vietnam,East Derrickmouth,2009,79.33476697002473,3.846014051267332
Eric Maxwell,sanchezscott@yahoo.com,Puerto Rico,South Michaelchester,2007,-16.013450784540623,43.229176948037576
Jimmy Phillips,deborah62@yahoo.com,Vietnam,Amyshire,2022,-55.01485331549981,-142.41717277386104
Phillip Moss,morgan54@gmail.com,Kazakhstan,Petersonbury,2007,86.74916686348101,-29.82568547636282
Melissa Hughes,ericakline@schultz.com,Australia,New Gerald,2011,-52.11626580015201,-47.54763027519158
Theresa Holland,jeremy72@ryan-williams.com,Switzerland,Mauriceview,2020,-59.250613083467826,149.83903319003747
Laura Armstrong,bradley71@zhang.com,Singapore,Lewiston,2015,-68.11931444038001,93.91046020963057
Jerry Davis,zjones@hotmail.com,New Zealand,Lake Michaelbury,2022,75.04763675060187,-12.256209490630795
Ronald Romero,michelle55@chavez.org,Vietnam,Cabrerafort,2005,-59.43719919264194,-130.9217092850378
Christopher Duffy,morgandaniel@hotmail.com,Argentina,Pettyburgh,2016,66.53190596605589,67.69970255300035
Michael Jordan,eric06@carter.info,Thailand,Williambury,2016,30.71208331043269,86.7591554453303
Richard Harrell,jodonnell@richards.org,Singapore,Lake Pamela,2020,-71.91482331748384,-118.34680820857048
David Meyer,pamela78@sanchez.org,Puerto Rico,Morrisonburgh,2018,41.24315685476978,-150.70822906809852
Toni Gonzalez,christina74@cruz.com,United States,Meghanport,2014,-72.04142115718287,98.20853044613278
Andrew Cox,daniel15@ferguson-gonzalez.info,Philippines,South Karenberg,2022,-37.24157495072184,-54.12875056366978
Douglas Hurley,williamsdonald@yahoo.com,Philippines,Port Victoriabury,2013,7.080673038254474,-96.81884552762422
Daniel Wade,johnsonjennifer@hotmail.com,Japan,East Charlesstad,2019,-47.00761274553411,160.0515327142336
Scott Henry,brady34@gmail.com,Switzerland,East Stephenhaven,2010,82.79341924452862,-158.29891858182728
Aaron Russell,vdavis@hotmail.com,Vietnam,Feliciastad,2021,-87.98838146560976,95.7604153918574
Angelica Copeland,flemingbrian@yahoo.com,Puerto Rico,New Lisamouth,2005,-21.662887777374024,39.52826103903112
Joanna Wall,stephanie59@yahoo.com,Mexico,East Jody,2010,-52.23993720174581,-18.627834521953673
Vanessa Fields,yhorton@yahoo.com,Vietnam,South Kyleport,2012,18.360263255419255,-67.54038555532081
Angela Mitchell,smitheric@king-rivers.com,Germany,Christophershire,2019,26.04973821345112,-68.64909943484678
James Tran,ronald41@gmail.com,Peru,Schneidermouth,2017,-48.05387354731376,55.721383906025096
Richard Ross,kristenmaxwell@lane.com,Australia,North Devin,2009,51.95906980929064,-160.5199654059021
Keith Martin,fdawson@gill.com,Germany,West Lindaview,2023,-49.87460706549405,83.45511928859929
Felicia Jensen,meltondana@bryant-thompson.com,Indonesia,Matthewland,2006,61.17810216598531,-18.961457023980444
Patrick Cox,vkelly@gmail.com,Israel,Lake Angelamouth,2018,-15.842493789338107,-155.7093500698508
Michael Kline,ljenkins@yahoo.com,Nepal,Alexandermouth,2024,-60.883275468989055,110.99380392832916
Russell Ball,bbrandt@howard.org,Vietnam,Lake Randallborough,2014,76.8149137008931,-154.59303338049776
Tammy Ramos,steven73@yahoo.com,Fiji,Sandraton,2016,37.144394444780744,36.24199400770149
Julie Mccall,adamsjay@harrison.com,Singapore,North Ashleyton,2007,-64.63767496914802,-12.099776934161582
Heather Flores,tiffany34@smith.com,Italy,North Davidland,2021,48.604789960469674,108.8091471440618
Ricky Hernandez,brandonphillips@barry.com,United Kingdom,Davidchester,2024,67.48428322233849,21.467404509199127
James Forbes,hlin@perry.info,Nepal,North Mariafurt,2017,-53.36679643712506,-178.3383056348653
Joshua Benton,matthewsanders@gmail.com,Paraguay,Lake Juliaberg,2015,-21.377288152061865,-32.502244924243314
Aaron Short,paul07@porter.biz,Russia,North Mary,2009,36.84656040868896,-26.265958864281373
Jaime Gutierrez,ljones@hotmail.com,Kazakhstan,Simpsonland,2017,2.5802343906979672,-6.5813294762577925
Michael Johnson,kimberly12@johnson-ross.com,Thailand,Carlosshire,2009,30.276814733018497,7.121530233111059
Jane Martinez,joseph43@caldwell-contreras.info,Philippines,Port Aaronshire,2022,-27.594236085530547,142.51840636719413
Jacob Munoz,ztaylor@gmail.com,United States,West Douglas,2017,-42.59579468911475,-97.32460973631018
Rebecca Johnson,ztucker@caldwell.org,South Africa,Whitneyfort,2014,-29.84304524854599,119.25572981274053
Frederick Ramos,trevorharmon@young.com,Puerto Rico,Kimberlyville,2017,-76.95003267181887,-90.29134416037898
Abigail Ryan,megan61@hotmail.com,Ghana,East Kevinmouth,2010,34.7927686507753,125.35657800883814
Katie Stone,kendra82@gmail.com,Paraguay,East Tyler,2022,-27.121058274245364,116.11937440469188
Dr. Michael Rodriguez,abrady@adams.com,Indonesia,Markbury,2022,31.007514467106887,25.57897288126324
Heidi Williams,whitejoyce@hahn.com,Kenya,Port David,2022,-81.2491496817231,-53.53870528754783
Alec Patton,nelsonchase@hotmail.com,Brazil,Lake Kathy,2019,22.32638832740163,-146.89285912189715
Karen Baxter,csimmons@yahoo.com,Russia,North Jacobton,2015,-66.60898459499359,91.68597731556582
Kathryn Hale,nathanscott@yahoo.com,South Korea,South Bryanton,2008,63.51137721741338,-19.608827167195102
David Mullins,brownearl@hotmail.com,Ghana,New Ashleyland,2015,63.510938418567406,-93.93093484328135
Marissa Medina,vernon23@yahoo.com,Puerto Rico,Debraton,2007,-61.425688754534434,-174.1946990967734
Susan Moreno,jessicafloyd@gmail.com,United States,Joshuabury,2021,68.31961857687281,153.54904016298417
Jennifer Robinson,sanchezphyllis@yahoo.com,Hungary,Allenshire,2015,74.77261058504698,69.16711702169636
Jennifer Carrillo,fernandezmatthew@hotmail.com,New Zealand,South Donald,2005,19.943584919195573,-2.1414230494599735
Eddie Torres,martinadam@scott-nielsen.com,Italy,Cassietown,2012,37.464519483965134,101.86694657018165
Harold Clark,xgreene@yahoo.com,Switzerland,Robertsbury,2022,6.052938691392768,128.7063707330817
Joseph Henry,williamwilliams@wright.com,Puerto Rico,West Derek,2010,-26.192741433759373,95.41990729404915
James Simpson,julieball@olson.com,Turkey,Port Debra,2020,59.966457939946196,25.48045799091085
Joseph Spears,garrett97@gmail.com,Hungary,North Richard,2023,-73.61078820667743,-104.31220778423985
Michael Graham,johnnygalvan@gmail.com,Russia,Katherinefort,2020,65.84742774817312,3.63007636343886
Charles Pearson,jennifergarcia@hotmail.com,Cambodia,New Lawrenceburgh,2009,33.32419512008673,9.490511025844512
Matthew Walker,pachecoanthony@cherry-george.com,Ethiopia,North Kara,2023,-32.24870293160751,-126.53483845093785
Tiffany Higgins,ptodd@schneider-harper.com,Japan,Lake James,2023,-12.464812374869751,68.12804736166342
Darren Smith,christina42@gmail.com,France,New Annetteport,2021,14.159366197118445,120.58618840227007
Michael Ayers,chelseataylor@yahoo.com,Italy,Lake Jamesborough,2021,-23.61027506489799,-166.32733997896972
Judy Johnson,aprilvillarreal@young.com,Sri Lanka,West Marytown,2020,-25.14963751937978,-16.34156673180422
Patrick Gomez,heather57@liu-bryant.biz,South Africa,Dawnstad,2017,-57.97648701100584,-73.35947817500141
Julie Hansen,amanda51@roberts.info,Paraguay,Port Ashleyport,2013,64.96498376029439,-21.214172108851074
Russell Vincent,hernandezmatthew@rosario-burch.com,United Kingdom,Brandtburgh,2005,22.325073520983636,-178.84094590791946
Joy Jackson MD,justinfoster@schneider.com,Taiwan,Davidmouth,2010,67.13787775236082,167.03981940679023
Jane Hodge,hannah02@hotmail.com,Australia,Katrinaport,2024,-83.19885123985323,-30.54322073500049
Matthew Dixon,mcross@yahoo.com,Australia,Andersonside,2016,-43.21445671413224,-31.322948699882375
Renee Young,qbeard@gmail.com,Denmark,Allisonmouth,2009,-57.55401726933725,-81.76981796469889
Bruce Wright,mcdonaldjohn@yahoo.com,Hungary,Claytown,2016,20.005729630484865,-73.88696311781612
Jennifer Sexton,wardmatthew@hotmail.com,Singapore,Erikmouth,2012,37.93877020518741,101.03862163102337
Jennifer Reed,wlopez@hotmail.com,Italy,East Christybury,2014,24.732150770771185,166.33509942227374
Kelly Goodman,romeromarc@gmail.com,Hungary,North Parkerville,2012,-50.059685938705904,-129.440547014932
Derrick Edwards,sjohnson@gmail.com,Singapore,Hamiltonville,2008,29.602505497297486,-143.08955827700166
Lisa Martinez,lauren94@tran.net,Thailand,Port Rebekahshire,2008,86.49772403755262,-64.41799761742197
Jonathan Roth,lynnbrown@yahoo.com,Thailand,East Jose,2023,89.88044622650656,151.28706726981454
Andrew Ward,marythomas@villarreal.net,Philippines,Kellyton,2023,-72.17369050521792,52.34122706489421
Beverly Martinez,johnporter@jefferson.info,Canada,South Patrickberg,2024,-71.28127556995494,88.77541737486217
Brian Stanton,cookecharles@navarro.com,Germany,Harrisonstad,2021,83.20961882011923,154.5583643196357
Charles Rojas,osantos@williams-phillips.com,Australia,Roseview,2012,-66.46816616705495,-6.740288021026487
Stephen Byrd,dean42@smith.com,South Africa,Rodriguezchester,2015,-5.849519668830283,-143.88528836552769
Jerry Price,molly05@bruce-serrano.info,Canada,Angelaside,2010,-26.62137261721562,149.36782946289702
Helen Wilkerson,larrywood@gordon.com,India,Arianashire,2006,-49.44811805716433,-41.68174426089607
Christopher Swanson,utaylor@hotmail.com,Cambodia,Josephmouth,2018,37.057859415907984,90.04147472372199
Dana Vincent,eterry@brown.com,Venezuela,North Davidland,2017,-43.44872162569133,-90.86818300222762
Kristen Rosario,smithkeith@yahoo.com,Denmark,South Alexander,2023,30.05961293916748,-157.64404493689523
Holly Kane,jonathanjohnson@white.com,Indonesia,Jacksonstad,2016,66.83674998583234,-178.55505457545675
Peter Sherman,cookcindy@hotmail.com,Fiji,West Jerry,2011,-15.309034454635778,81.1663944076875
Jonathan Steele,shaneellis@gmail.com,Sri Lanka,Port Phillip,2020,-75.23085717588373,-14.700511342205601
Andrea Daniels,tklein@cain.com,Indonesia,East Robinshire,2017,82.36594637066781,-95.84681997129424
Sandra Palmer,kristen74@schmidt-mills.com,United States,Williamview,2023,-72.56349375945274,43.33573955633261
Nathan Wall,rebecca30@yahoo.com,France,Connorfort,2023,16.68670037114829,41.0938998618588
